"","Indicator","Indicator_Id","Indicator_Name","answer","Display_Name","Dataset","Value_Type_Slug","Value_Type_Descriptor","Units","Rank_1","Category_11","Category_12","Category_13","Category_14","Category_15","Rank_2","Category_21","Category_22","Category_23","Category_24","Category_25","Rank_3","Category_31","Category_32","Category_33","Category_34","Indicator.Code","Indicator.ID","overlap","Indicator_Code","Description"
"770","level of petty corruption between citizens and the administration-IPD-a3020","1194-IPD-a3020","A3020","A3020","Level of ""petty"" corruption (between citizens and the administration)","IPD","A3020","A3020","Index",4.085,"Absence of Corruption","Incidence","Other","Level of petty corruption (between citizens and the administration)","",NA,"","","","","",NA,"","","","","IPD558","31345","","",""
"771","level of political corrruption bribery to enter public office rigged elections buying mps votes etc-IPD-a3023","1048-IPD-a3023","A3023","A3023","Level of ""political corrruption"" (bribery to enter public office, rigged elections, buying MPs votes, etc.)","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"772","level of remittances  leaving your country of residence to go to  immigrants countries of origin-IPD-a8020","1335-IPD-a8020","A8020","A8020","Level of remittances  leaving (your country of residence) to go to  immigrants countries of origin","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"773","level of remittances received by the country entering into your country of residence-IPD-a8010","1331-IPD-a8010","A8010","A8010","Level of remittances received by the country (entering into your country of residence)","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"774","level of-IPD-a3020","269-IPD-a3020","A3020","A3020","Level of","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"775","level of-IPD-a3020","600-IPD-a3020","a3020","a3020","Level of","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"776","local arrangements for protection of intellectual property-IPD-b6040","954-IPD-b6040","B6040","B6040","Local arrangements for protection of intellectual property","IPD","B6040","B6040","Index",4.502,"Private Sector Interface","Property rights and contracts","Other","Local arrangements for protection of intellectual property","",NA,"","","","","",NA,"","","","","IPD572","31357","","",""
"777","local arrangements for the protection of intellectual property-IPD-b6030","878-IPD-b6030","B6030","B6030","Local arrangements for the protection of intellectual property","IPD","B6030","B6030","Index",4.222,"Private Sector Interface","Property rights and contracts","Other","Local arrangements for the protection of intellectual property","",NA,"","","","","",NA,"","","","","IPD573","31358","","",""
"778","local authorities regions states in the case of federal states etc-IPD-a5008","1246-IPD-a5008","A5008","A5008","Local authorities (regions, states in the case of federal states, etc)","IPD","A5008","A5008","Index",4.029,"Checks and Balances","Power and influence of important actors","Other","Local authorities (regions states in the case of federal states etc)","",NA,"","","","","",NA,"","","","","IPD574","31359","","",""
"779","local large corporations and banks-IPD-a5000","1238-IPD-a5000","A5000","A5000","Local large corporations and banks","IPD","A5000","A5000","Index",4.126,"Checks and Balances","Power and influence of important actors","Other","Local large corporations and banks","",NA,"","","","","",NA,"","","","","IPD575","31360","","",""
"780","longterm strategic vision of the authorities-IPD-a512","1282-IPD-a512","A512","A512","Longterm strategic vision of the authorities","IPD","A512","A512","Index",4.816,"Public Sector Management","Administrative and Policymaking capacity","Other","Longterm strategic vision of the authorities","",NA,"","","","","",NA,"","","","","IPD577","31362","","",""
"781","longterm strategic vision-IPD-a5020","555-IPD-a5020","a5020","a5020","Longterm strategic vision","IPD","A5020","A5020","Index",4.122,"Public Sector Management","Administrative and Policymaking capacity","Other","Longterm strategic vision","",NA,"","","","","",NA,"","","","","IPD576","31361","","",""
"782","longterm strategic vision-IPD-a5020","231-IPD-a5020","A5020","A5020","Longterm strategic vision","IPD","A5020","A5020","Index",4.122,"Public Sector Management","Administrative and Policymaking capacity","Other","Longterm strategic vision","",NA,"","","","","",NA,"","","","","IPD576","31361","","",""
"783","main wage bargaining level-IPD-d7000","666-IPD-d7000","D7000","D7000","Main wage bargaining level","IPD","D7000","D7000","Index",4.144,"Fairness and equity","Social protection and labor","Other","Main wage bargaining level","",NA,"","","","","",NA,"","","","","IPD578","31363","","",""
"784","managed lending by sector to public enterprises etc-IPD-c4023","755-IPD-c4023","C4023","C4023","Managed lending (by sector, to public enterprises etc)","IPD","C4023","C4023","Index",4.192,"Public Sector Management","Financial System","Other","Managed lending (by sector to public enterprises etc)","",NA,"","","","","",NA,"","","","","IPD579","31364","","",""
"785","measures to reduce child labour or introduce child labour safeguards-IPD-d9502","751-IPD-d9502","D9502","D9502","Measures to reduce child labour or introduce child labour safeguards","IPD","D9502","D9502","Index",4.192,"Fairness and equity","Social protection and labor","Other","Measures to reduce child labour or introduce child labour safeguards","",NA,"","","","","",NA,"","","","","IPD580","31366","","",""
"786","measures to reduce segmentation by gender-IPD-d9501","750-IPD-d9501","D9501","D9501","Measures to reduce segmentation by gender","IPD","D9501","D9501","Index",4.152,"Fairness and equity","Social protection and labor","Other","Measures to reduce segmentation by gender","",NA,"","","","","",NA,"","","","","IPD581","31367","","",""
"787","measures to reduce segmentation by origin-IPD-d9500","749-IPD-d9500","D9500","D9500","Measures to reduce segmentation by origin","IPD","D9500","D9500","Index",4.096,"Fairness and equity","Social protection and labor","Other","Measures to reduce segmentation by origin","",NA,"","","","","",NA,"","","","","IPD582","31368","","",""
"788","mechanisms for population participation other than in elections in national political decisions polls committees public debates etc-IPD-a1010","1000-IPD-a1010","A1010","A1010","Mechanisms for population participation (other than in elections) in national political decisions (polls, committees, public debates, etc.)","IPD","A1010","A1010","Index",4.418,"Citizen Engagement","Civil Society Participation","Other","Mechanisms for population participation (other than in elections) in national political decisions (polls committees public debates etc.)","",NA,"","","","","",NA,"","","","","IPD583","31369","","",""
"789","media press television etc-IPD-a3096","1070-IPD-a3096","A3096","A3096","Media (press, television, etc.)","IPD","A3096","A3096","Index",4.675,"Checks and Balances","Power and influence of important actors","Other","Media (press television etc.)","",NA,"","","","","",NA,"","","","","IPD584.1","31370","","",""
"790","media press television etc-IPD-a3106","1078-IPD-a3106","A3106","A3106","Media (press, television, etc.)","IPD","A3106","A3106","Index",4.675,"Checks and Balances","Power and influence of important actors","Other","Media (press television etc.)","",NA,"","","","","",NA,"","","","","IPD584.2","31371","","",""
"791","microfinance repayment rates-IPD-c9002","378-IPD-c9002","c9002","c9002","Microfinance: repayment rates","IPD","C9002","C9002","Index",4.28,"Public Sector Management","Financial System","Other","Microfinance: repayment rates","",NA,"","","","","",NA,"","","","","IPD585","31372","","",""
"792","microfinance repayment rates-IPD-c9002","56-IPD-c9002","C9002","C9002","Microfinance: repayment rates","IPD","C9002","C9002","Index",4.28,"Public Sector Management","Financial System","Other","Microfinance: repayment rates","",NA,"","","","","",NA,"","","","","IPD585","31372","","",""
"793","microlending-IPD-c900","852-IPD-c900","C900","C900","Microlending","IPD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","",""
"794","middle classes political and cultural influence-IPD-a9022","505-IPD-a9022","a9022","a9022","Middle Classes: political and cultural influence","IPD","A9022","A9022","Index",4.277,"Checks and Balances","Power and influence of important actors","Other","Middle Classes: political and cultural influence","",NA,"","","","","",NA,"","","","","IPD587","31373","","",""
"795","middle classes political and cultural influence-IPD-a9022","182-IPD-a9022","A9022","A9022","Middle Classes: political and cultural influence","IPD","A9022","A9022","Index",4.277,"Checks and Balances","Power and influence of important actors","Other","Middle Classes: political and cultural influence","",NA,"","","","","",NA,"","","","","IPD587","31373","","",""
"796","military tensions with other countries excluding military intervention under international mandate-IPD-a2030","1038-IPD-a2030","A2030","A2030","Military tensions with other countries (excluding military intervention under international mandate)","IPD","A2030","A2030","Index",4.044,"Security","Police and Military","Other","Military tensions with other countries (excluding military intervention under international mandate)","",NA,"","","","","",NA,"","","","","IPD589","31375","","",""
"797","military tensions with other countries-IPD-a2010","1185-IPD-a2010","A2010","A2010","Military tensions with other countries","IPD","A2010","A2010","Index",4.037,"Security","Police and Military","Other","Military tensions with other countries","",NA,"","","","","",NA,"","","","","IPD588","31374","","",""
"798","military tensions with the international community-IPD-a2011","1186-IPD-a2011","A2011","A2011","Military tensions with the international community","IPD","A2011","A2011","Index",4.041,"Security","Police and Military","Other","Military tensions with the international community","",NA,"","","","","",NA,"","","","","IPD590","31377","","",""
"799","minimum wage respected in the formal sector-IPD-d6000","361-IPD-d6000","d6000","d6000","Minimum wage respected in the formal sector","IPD","D6000","D6000","Index",4.047,"Fairness and equity","Social protection and labor","Other","Minimum wage respected in the formal sector","",NA,"","","","","",NA,"","","","","IPD592","31380","","",""
"800","minimum wage respected in the formal sector-IPD-d6000","40-IPD-d6000","D6000","D6000","Minimum wage respected in the formal sector","IPD","D6000","D6000","Index",4.047,"Fairness and equity","Social protection and labor","Other","Minimum wage respected in the formal sector","",NA,"","","","","",NA,"","","","","IPD592","31380","","",""
