Indicator ID,Indicator Code,Indicator Name,Display Name,Dataset,Value Type Slug,Value Type Descriptor,Units,Rank 1,Category 1 - slug,Category 1.1,Category 1.2,Category 1.3,Category 1.4,Category 1.5,Rank 2,Category 2 - slug,Category 2.1,Category 2.2,Category 2.3,Category 2.4,Category 2.5,Rank 3,Category 3 - slug,Category 3.1,Category 3.2,Category 3.3,Category 3.4,Category 3.5,Rank 4,Category 4 - slug,Category 4.1,Category 4.2,Category 4.3,Category 4.4,Category 4.5,Rank 5,Category 5 - slug,Category 5.1,Category 5.2,Category 5.3,Category 5.4,Category 5.5,Rank 6,Category 6 - slug,Category 6.1,Category 6.2,Category 6.3,Category 6.4,Category 6.5,Hidden
2406,,GATS trade in services commitments (by member/sector): Educational Services - Secondary education services,GATS trade in services commitments (by member/sector): Educational Services - Secondary education services,I-TIP Services,presence,Presence,Yes/No,5.021,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Educational Services - Secondary education services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31816,IPD983,D4001,Workforce employed in publicsector enterprises as % of total labour force,IPD,D4001,D4001,Index,4.18,h86980bdb,Public Sector Management,Personnel Management,Other,Workforce employed in publicsector enterprises as % of total labour force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,,GATS trade in services commitments (by member/sector): Educational Services - Other education services,GATS trade in services commitments (by member/sector): Educational Services - Other education services,I-TIP Services,presence,Presence,Yes/No,5.033,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Educational Services - Other education services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,,GATS trade in services commitments (by member/sector): Environmental Services - Sanitation and similar services,GATS trade in services commitments (by member/sector): Environmental Services - Sanitation and similar services,I-TIP Services,presence,Presence,Yes/No,5.034,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Environmental Services - Sanitation and similar services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31817,IPD984,D4000,Workforce employed in the civil service as % of total labour force,IPD,D4000,D4000,Index,4.965,h86980bdb,Public Sector Management,Personnel Management,Other,Workforce employed in the civil service as % of total labour force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31818,IPD985,D9052,Young graduates working in the informal sector,IPD,D9052,D9052,Index,4.137,social.prot,Fairness and equity,Social protection and labor,Other,Young graduates working in the informal sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,,GATS trade in services commitments (by member/sector): Financial Services - Banking and other financial services (excl. insurance),GATS trade in services commitments (by member/sector): Financial Services - Banking and other financial services (excl. insurance),I-TIP Services,presence,Presence,Yes/No,5.035,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Financial Services - Banking and other financial services (excl. insurance),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31819,IPD986,A900,equality of treatment: segregation based on traditions and beliefs,IPD,A900,A900,Index,4.2,eq.treatment,Fairness and equity,Equal treatment,Other,equality of treatment: segregation based on traditions and beliefs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2418,,GATS trade in services commitments (by member/sector): Health Related and Social Services - Other Human Health Services,GATS trade in services commitments (by member/sector): Health Related and Social Services - Other Human Health Services,I-TIP Services,presence,Presence,Yes/No,5.036,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Health Related and Social Services - Other Human Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2416,,GATS trade in services commitments (by member/sector): Financial Services - Other,GATS trade in services commitments (by member/sector): Financial Services - Other,I-TIP Services,presence,Presence,Yes/No,5.031,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Financial Services - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31820,IPD987,A3511,in the past 3 years do you consider that the situation as regards ,IPD,A3511,A3511,Index,4.072,h28322766,Absence of Corruption,Incidence,Other,in the past 3 years do you consider that the situation as regards ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31821,IPD989,A1510,in the past 3 years do you consider that these freedoms and autonomy have on the whole substantially improved moderately improved remained stable deteriorated severely deteriorated?,IPD,A1510,A1510,Index,4.267,hf8fb456f,Citizen Engagement,Civil Rights,Other,in the past 3 years do you consider that these freedoms and autonomy have on the whole substantially improved moderately improved remained stable deteriorated severely deteriorated?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,,GATS trade in services commitments (by member/sector): Health Related and Social Services - Social Services,GATS trade in services commitments (by member/sector): Health Related and Social Services - Social Services,I-TIP Services,presence,Presence,Yes/No,5.032,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Health Related and Social Services - Social Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Hotels and restaurants (incl. catering),GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Hotels and restaurants (incl. catering),I-TIP Services,presence,Presence,Yes/No,5.001,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Hotels and restaurants (incl. catering),,5.001,trade.tourism,Trade,Trade Outcomes,Tourism,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Hotels and restaurants (incl. catering),,5.001,sectors.tour,Sectors,Tourism,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Hotels and restaurants (incl. catering),,,,,,,,,,,,,,,,,,,,,,,,
31822,IPD99,A3043,Capacity of the tax administration to implement measures decided on,IPD,A3043,A3043,Index,4.89,tax.customs,Public Sector Management,Tax and Customs,Other,Capacity of the tax administration to implement measures decided on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31823,IPD990,A2500,in the past 3 years has public security in your view substantially improved moderately improved remained stable deteriorated severely deteriorated?,IPD,A2500,A2500,Index,4.08,h6a94e87c,Security,Crime,Other,in the past 3 years has public security in your view substantially improved moderately improved remained stable deteriorated severely deteriorated?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Other,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Other,I-TIP Services,presence,Presence,Yes/No,5.002,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Other,,5.002,trade.tourism,Trade,Trade Outcomes,Tourism,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Other,,5.002,sectors.tour,Sectors,Tourism,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Other,,,,,,,,,,,,,,,,,,,,,,,,
2427,,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Libraries, archives, museums and other cultural services","GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Libraries, archives, museums and other cultural services",I-TIP Services,presence,Presence,Yes/No,5.047,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Libraries, archives, museums and other cultural services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31824,IPD991,A3540,in the past 3 years has the effectiveness of the tax system in your view substantially improved moderately improved remained stable deteriorated severely deteriorated?,IPD,A3540,A3540,Index,4.284,tax.customs,Public Sector Management,Tax and Customs,Other,in the past 3 years has the effectiveness of the tax system in your view substantially improved moderately improved remained stable deteriorated severely deteriorated?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,,GATS trade in services commitments (by member/sector): Transport Services - Maritime Transport Services,GATS trade in services commitments (by member/sector): Transport Services - Maritime Transport Services,I-TIP Services,presence,Presence,Yes/No,5.048,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Transport Services - Maritime Transport Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31825,IPD992,A3520,in the past 3 years has the overall effectiveness of public action in your view substantially improved moderately improved remained stable deteriorated severely deteriorated?,IPD,A3520,A3520,Index,5.031,admin.policy,Public Sector Management,Administrative and Policymaking capacity,Other,in the past 3 years has the overall effectiveness of public action in your view substantially improved moderately improved remained stable deteriorated severely deteriorated?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2420,,GATS trade in services commitments (by member/sector): Health Related and Social Services - Other,GATS trade in services commitments (by member/sector): Health Related and Social Services - Other,I-TIP Services,presence,Presence,Yes/No,5.038,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Health Related and Social Services - Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31826,IPD993,A3550,in the past 3 years have the independence and efficiency of the justice system in your view substantially improved moderately improved remained stable deteriorated severely deteriorated?,IPD,A3550,A3550,Index,5.109,hd807a6a5,Checks and Balances,Judiciary System,Other,in the past 3 years have the independence and efficiency of the justice system in your view substantially improved moderately improved remained stable deteriorated severely deteriorated?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31827,IPD994,A1500,in the past 3 years have these rights and this functioning in your view substantially improved moderately improved remained stable deteriorated severely deteriorated?,IPD,A1500,A1500,Index,4.084,hf8fb456f,Citizen Engagement,Civil Rights,Other,in the past 3 years have these rights and this functioning in your view substantially improved moderately improved remained stable deteriorated severely deteriorated?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2423,,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Tourist guides services,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Tourist guides services,I-TIP Services,presence,Presence,Yes/No,5.003,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Tourist guides services,,5.003,trade.tourism,Trade,Trade Outcomes,Tourism,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Tourist guides services,,5.003,sectors.tour,Sectors,Tourism,GATS trade in services commitments (by member/sector): Tourism and Travel Related Services - Tourist guides services,,,,,,,,,,,,,,,,,,,,,,,,
2425,,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Entertainment services (including theatre, live bands and circus services)","GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Entertainment services (including theatre, live bands and circus services)",I-TIP Services,presence,Presence,Yes/No,5.042,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Entertainment services (including theatre, live bands and circus services)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31828,IPD995,A515,investment in the future of the population,IPD,A515,A515,Index,4.957,admin.policy,Public Sector Management,Administrative and Policymaking capacity,Other,investment in the future of the population,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Sporting and other recreational services","GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Sporting and other recreational services",I-TIP Services,presence,Presence,Yes/No,5.043,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,"GATS trade in services commitments (by member/sector): Recreational, Cultural and Sporting Services - Sporting and other recreational services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31829,IPD996,A3532,tax reform aimed at ... broadening the incometax base the VAT base etc,IPD,A3532,A3532,Index,4.891,tax.customs,Public Sector Management,Tax and Customs,Other,tax reform aimed at ... broadening the incometax base the VAT base etc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,,GATS trade in services commitments (by member/sector): Transport Services - Internal Waterways Transport,GATS trade in services commitments (by member/sector): Transport Services - Internal Waterways Transport,I-TIP Services,presence,Presence,Yes/No,5.044,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Transport Services - Internal Waterways Transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31830,IPD997,A3530,tax reform aimed at improving recovery within the framework of existing arrangements (strengthening of tax discipline),IPD,A3530,A3530,Index,4.877,tax.customs,Public Sector Management,Tax and Customs,Other,tax reform aimed at improving recovery within the framework of existing arrangements (strengthening of tax discipline),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31831,IPD998,A3531,tax reform aimed at reducing exemptions (tax distortions),IPD,A3531,A3531,Index,4.749,tax.customs,Public Sector Management,Tax and Customs,Other,tax reform aimed at reducing exemptions (tax distortions),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,,GATS trade in services commitments (by member/sector): Transport Services - Rail Transport Services,GATS trade in services commitments (by member/sector): Transport Services - Rail Transport Services,I-TIP Services,presence,Presence,Yes/No,5.045,gen.agmt.serv,Trade,Trade Facilitation,Agreements on Trade in Services,GATS trade in services commitments (by member/sector): Transport Services - Rail Transport Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
