overlap;Indicator_Id;Indicator_Code;Indicator_Name;Display_Name;Dataset;Value_Type_Slug;Value_Type_Descriptor;Units;Description;Rank_1;Category_11;Category_12;Category_13;Category_14;Category_15;Rank_2;Category_21;Category_22;Category_23;Category_24;Category_25;Rank_3;Category_31;Category_32;Category_33;Category_34;answer
GOV;HRM71;HRM71;Ensure depoliticized, meritocratic CSM;Ensure depoliticized meritocratic Civil Service Management (6c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.342;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM72;HRM72;Ensure performance-focusing CSM;Ensure performance-focusing Civil Service Management (6d);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.337;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM73;HRM73;Ensure ethical behavior by civil servants;Ensure ethical behavior by civil servants (6e);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.378;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM74;HRM74;Ensure effective working relationships with other cadres;Ensure effective working relationships with other cadres (6f);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.757;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM75;HRM75;Can relevant experience substitute for education in meeting the minimum requirements for an entry-level position?;Can relevant experience substitute for education in meeting the minimum requirements for an entry-level position? (66);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.832;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM76;HRM76;Can education substitute for relevant experience in meeting the minimum requirements for an entry-level position?;Can education substitute for relevant experience in meeting the minimum requirements for an entry-level position? (68);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.924;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM77;HRM77;Can relevant experience substitute for education in meeting the minimum requirements for a non-entry level position?;Can relevant experience substitute for education in meeting the minimum requirements for a non-entry level position? (73);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;3.050;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM78;HRM78;Can education substitute for relevant experience in meeting the minimum requirements for a non-entry level position?;Can education substitute for relevant experience in meeting the minimum requirements for a non-entry level position? (75);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.735;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM79;HRM79;Is policy setting assigned to a set of Centralized Agents?;Is policy setting assigned to a set of Centralized Agents? (7);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.780;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM8;HRM8;Civil servants with managerial responsibilities;Civil servants with managerial responsibilities (113a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.868;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM80;HRM80;Is long-listing included in the recruitment and selection process?;Is long-listing included in the recruitment and selection process? (86);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.544;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM81;HRM81;Central Agent;Central Agent (88a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.813;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM82;HRM82;Management unit within which the position is located;Management unit within which the position is located (88b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.413;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM83;HRM83;HR unit within the management unit within which the position is located;Human Resources unit within the management unit within which the position is located (88c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.207;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM84;HRM84;An external agent with an interest in assuring adherence to professional standards relevant to the position in question;An external agent with an interest in assuring adherence to professional standards relevant to the position in question (88d);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.761;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM86;HRM86;Written answers to specific questions relevant to the position;Written answers to specific questions relevant to the position (89b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.536;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM87;HRM87;Writing samples;Writing samples (89c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.793;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM89;HRM89;Written tests;Written tests (89e);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.328;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM9;HRM9;Spouses of civil servants with managerial responsibilities;Spouses of civil servants with managerial responsibilities (113b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.884;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM91;HRM91;Day-to-day management of civil servants is assigned to which of the following agents?;Day-to-day management of civil servants is assigned to which of the following agents? (8);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.648;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM92;HRM92;Reporting obligation imposed in a law or the Constitution;Reporting obligation imposed in a law or the Constitution (9a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.079;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM93;HRM93;Reporting obligation imposed in subsidiary legislation issued by Cabinet/Council of Ministers;Reporting obligation imposed in subsidiary legislation issued by Cabinet-Council of Ministers (9b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.494;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM94;HRM94;Reporting obligation imposed through a legal instrument subsidiary to a Cabinet action;Reporting obligation imposed through a legal instrument subsidiary to a Cabinet action (9c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.176;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM95;HRM95;Other source of authority, please specify;Other source of authority please specify (9d);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.030;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM96;HRM96;Is short-listing included in the recruitment and selection process?;Is short-listing included in the recruitment and selection process? (90);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.852;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM97;HRM97;Central Agent;Central Agent (92a);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.744;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM98;HRM98;Management unit within which the position is located;Management unit within which the position is located (92b);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.179;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;HRM99;HRM99;HR unit within the management unit within which the position is located;Human Resources unit within the management unit within which the position is located (92c);HRM;Question source's code in parenthesis;Question source's code in parenthesis;Index;;4.745;Public Sector Management;Personnel Management;;;;.;;;;;;.;;;;;Total
GOV;IBP1;IBP1;Q96;Are Audit Reports of the annual accounts of the security sector military police intelligence services and other secret programs provided to the legislature or relevant committee?;IBP;Score;Score;Index;;4.198;Citizen Engagement;Open Government and Transparency;;;;.;;;;;;.;;;;;Total
